max_TCP_windows_size_value_forward_traffic_ratio,max_ttl_backward_traffic_enc,min_ttl_forward_traffic,total_TCP_windows_size_value_forward_traffic_ratio,IPratio_ratio,std_forward_packet_length_ratio,min_backward_packet_length,std_forward_packet_length_enc,mean_ttl_backward_traffic_ratio,IPratio_enc,min_forward_packet_length,std_length_of_IP_packet_ratio,min_ttl_backward_traffic_ratio,max_Interval_of_arrival_time_of_backward_traffic_ratio,meidan_length_of_IP_packet_ratio,max_length_of_IP_packet_ratio,std_length_of_IP_packet_enc,max_Change_values_of_TCP_windows_length_per_session,flow_duration_of_backward_traffic_ratio,median_ttl_backward_traffic,mean_backward_packet_length_ratio,median_forward_packet_length_ratio,std_TCP_windows_size_value_backward_traffic_ratio,std_Length_of_TCP_packet_header,max_Interval_of_arrival_time_of_backward_traffic_enc,mean_forward_packet_length_ratio,median_TCP_windows_size_value_backward_traffic_ratio,unique_link_mark,label,source
1.0,32,32,0.5384615384615384,1.0,0.0,148,0.0,1.0,1.0,52,0.48,1.0,0.0,1.0,1.48,48.0,1,0.0,32.0,1.48,0.52,0.0,0.0,0.0,0.52,0.9230769230769231,1.1.172.73:39135-1.2.31.237:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.71.216:20522-1.2.255.120:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,89,0.2624113475177305,1.0,0.0,1.0,1.2624113475177305,18.5,0,0.0,32.0,0.7375886524822695,1.2624113475177305,0.0,0.0,0.0,1.2624113475177305,1.0,1.1.114.53:50843-1.2.193.233:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.49.2:37125-1.2.56.60:3306,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.217.151:50569-1.2.192.201:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,108,0.35,1.0,0.0,1.0,1.35,28.0,0,0.0,32.0,0.65,1.35,0.0,0.0,0.0,1.35,1.0,1.1.69.28:20721-1.2.248.61:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,57,0.045871559633027525,1.0,0.0,1.0,1.0458715596330275,2.5,0,0.0,32.0,0.9541284403669725,1.0458715596330275,0.0,0.0,0.0,1.0458715596330275,1.0,1.1.184.170:6271-1.2.167.191:3306,0,
1.0,32,32,0.6190476190476191,1.5,0.07126152080150212,56,1.8856180831641267,1.0,1.5,52,0.39375798591764827,1.0,0.9207920620897009,0.8333333333333333,1.7857142857142856,26.460536653665965,1,0.4793815105758673,32.0,1.3095238095238095,0.9285714285714286,0.0,1.9595917942265426,9.300000965595245e-05,0.7936507936507936,1.0,1.1.72.180:59660-1.2.80.52:3306,0,
0.0,32,32,0.0,1.0,0.0,82,0.0,1.0,1.0,66,0.10810810810810811,1.0,0.0,1.0,1.1081081081081081,8.0,0,0.0,32.0,1.1081081081081081,0.8918918918918919,0.0,0.0,0.0,0.8918918918918919,0.0,1.1.166.223:42520-1.2.160.29:53,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.146.66:12940-1.2.45.194:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,108,0.35,1.0,0.0,1.0,1.35,28.0,0,0.0,32.0,0.65,1.35,0.0,0.0,0.0,1.35,1.0,1.1.78.84:23020-1.2.85.4:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,89,0.2624113475177305,1.0,0.0,1.0,1.2624113475177305,18.5,0,0.0,32.0,0.7375886524822695,1.2624113475177305,0.0,0.0,0.0,1.2624113475177305,1.0,1.1.39.125:40820-1.2.154.181:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,57,0.045871559633027525,1.0,0.0,1.0,1.0458715596330275,2.5,0,0.0,32.0,0.9541284403669725,1.0458715596330275,0.0,0.0,0.0,1.0458715596330275,1.0,1.1.156.28:13406-1.2.47.129:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.140.4:63569-1.2.63.94:3306,0,
0.0,32,32,0.0,1.0,0.0,82,0.0,1.0,1.0,66,0.10810810810810811,1.0,0.0,1.0,1.1081081081081081,8.0,0,0.0,32.0,1.1081081081081081,0.8918918918918919,0.0,0.0,0.0,0.8918918918918919,0.0,1.1.183.14:2664-1.2.4.94:53,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.63.43:63318-1.2.242.117:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,115,0.3772455089820359,1.0,0.0,1.0,1.377245508982036,31.5,0,0.0,32.0,0.6227544910179641,1.377245508982036,0.0,0.0,0.0,1.377245508982036,1.0,1.1.103.106:29617-1.2.218.212:3306,0,
1.0,32,32,0.5384615384615384,1.0,0.0,148,0.0,1.0,1.0,52,0.48,1.0,0.0,1.0,1.48,48.0,1,0.0,32.0,1.48,0.52,0.0,0.0,0.0,0.52,0.9230769230769231,1.1.83.58:23662-1.2.227.180:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,89,0.2624113475177305,1.0,0.0,1.0,1.2624113475177305,18.5,0,0.0,32.0,0.7375886524822695,1.2624113475177305,0.0,0.0,0.0,1.2624113475177305,1.0,1.1.69.88:20805-1.2.76.115:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.244.53:19626-1.2.243.214:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,108,0.35,1.0,0.0,1.0,1.35,28.0,0,0.0,32.0,0.65,1.35,0.0,0.0,0.0,1.35,1.0,1.1.174.45:39418-1.2.149.47:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,89,0.2624113475177305,1.0,0.0,1.0,1.2624113475177305,18.5,0,0.0,32.0,0.7375886524822695,1.2624113475177305,0.0,0.0,0.0,1.2624113475177305,1.0,1.1.109.43:50422-1.2.192.6:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,108,0.35,1.0,0.0,1.0,1.35,28.0,0,0.0,32.0,0.65,1.35,0.0,0.0,0.0,1.35,1.0,1.1.137.74:18754-1.2.240.114:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.250.218:23329-1.2.226.65:3306,0,
1.0,32,32,0.5384615384615384,1.0,0.0,148,0.0,1.0,1.0,52,0.48,1.0,0.0,1.0,1.48,48.0,1,0.0,32.0,1.48,0.52,0.0,0.0,0.0,0.52,0.9230769230769231,1.1.17.4:42349-1.2.20.185:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,115,0.3772455089820359,1.0,0.0,1.0,1.377245508982036,31.5,0,0.0,32.0,0.6227544910179641,1.377245508982036,0.0,0.0,0.0,1.377245508982036,1.0,1.1.241.93:64989-1.2.249.2:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.169.103:39418-1.2.149.47:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,108,0.35,1.0,0.0,1.0,1.35,28.0,0,0.0,32.0,0.65,1.35,0.0,0.0,0.0,1.35,1.0,1.1.103.198:29650-1.2.219.8:3306,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.56.18:36859-1.2.139.40:3306,0,
1.0,32,32,0.5384615384615384,1.0,0.0,148,0.0,1.0,1.0,52,0.48,1.0,0.0,1.0,1.48,48.0,1,0.0,32.0,1.48,0.52,0.0,0.0,0.0,0.52,0.9230769230769231,1.1.189.128:5591-1.2.165.18:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,57,0.045871559633027525,1.0,0.0,1.0,1.0458715596330275,2.5,0,0.0,32.0,0.9541284403669725,1.0458715596330275,0.0,0.0,0.0,1.0458715596330275,1.0,1.1.11.210:44001-1.2.167.21:3306,0,
1.0,32,32,0.5454545454545454,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9090909090909091,1.1.235.184:57368-1.2.211.68:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.202.251:46825-1.2.6.30:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.65.174:1446-1.2.72.240:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,57,0.045871559633027525,1.0,0.0,1.0,1.0458715596330275,2.5,0,0.0,32.0,0.9541284403669725,1.0458715596330275,0.0,0.0,0.0,1.0458715596330275,1.0,1.1.3.188:50129-1.2.11.15:3306,0,
1.0,32,32,0.5454545454545454,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9090909090909091,1.1.51.117:16237-1.2.58.144:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.23.136:9112-1.2.170.202:3306,0,
0.0,32,32,0.0,1.0,0.0,82,0.0,1.0,1.0,66,0.10810810810810811,1.0,0.0,1.0,1.1081081081081081,8.0,0,0.0,32.0,1.1081081081081081,0.8918918918918919,0.0,0.0,0.0,0.8918918918918919,0.0,1.1.22.40:45465-1.2.163.116:53,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.235.110:55261-1.2.211.29:3306,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.161.24:8574-1.2.168.152:3306,0,
1.0,32,32,0.5294117647058824,1.0,0.0,612,0.0,1.0,1.0,52,0.8433734939759037,1.0,0.0,1.0,1.8433734939759037,280.0,1,0.0,32.0,1.8433734939759037,0.1566265060240964,0.0,0.0,0.0,0.1566265060240964,0.9411764705882353,1.1.143.216:64503-1.2.67.43:3306,0,
1.0,32,32,0.5454545454545454,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9090909090909091,1.1.122.97:47753-1.2.1.199:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.218.93:50831-1.2.193.175:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.173.170:9730-1.2.33.51:3306,0,
1.0,32,32,0.5294117647058824,1.0,0.0,436,0.0,1.0,1.0,52,0.7868852459016393,1.0,0.0,1.0,1.7868852459016393,192.0,1,0.0,32.0,1.7868852459016393,0.21311475409836064,0.0,0.0,0.0,0.21311475409836064,0.9411764705882353,1.1.218.168:51928-1.2.198.43:3306,0,
0.0,32,32,0.0,1.0,0.0,82,0.0,1.0,1.0,66,0.10810810810810811,1.0,0.0,1.0,1.1081081081081081,8.0,0,0.0,32.0,1.1081081081081081,0.8918918918918919,0.0,0.0,0.0,0.8918918918918919,0.0,1.1.150.21:38197-1.2.35.79:53,0,
1.0,32,32,0.5294117647058824,1.0,0.0,612,0.0,1.0,1.0,52,0.8433734939759037,1.0,0.0,1.0,1.8433734939759037,280.0,1,0.0,32.0,1.8433734939759037,0.1566265060240964,0.0,0.0,0.0,0.1566265060240964,0.9411764705882353,1.1.45.46:14627-1.2.52.83:3306,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.71.119:65428-1.2.250.191:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,108,0.35,1.0,0.0,1.0,1.35,28.0,0,0.0,32.0,0.65,1.35,0.0,0.0,0.0,1.35,1.0,1.1.0.73:3288-1.2.8.7:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,115,0.3772455089820359,1.0,0.0,1.0,1.377245508982036,31.5,0,0.0,32.0,0.6227544910179641,1.377245508982036,0.0,0.0,0.0,1.377245508982036,1.0,1.1.46.204:34755-1.2.54.212:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.92.43:54304-1.2.99.73:3306,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.156.148:40192-1.2.152.73:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.97.244:28084-1.2.220.237:3306,0,
1.0,32,32,0.6190476190476191,1.5,0.07126152080150212,56,1.8856180831641267,1.0,1.5,52,0.39375798591764827,1.0,0.8444443941415284,0.8333333333333333,1.7857142857142856,26.460536653665965,1,0.6846846468905704,32.0,1.3095238095238095,0.9285714285714286,0.0,1.9595917942265426,0.00015199999324977398,0.7936507936507936,1.0,1.1.44.32:33869-1.2.51.140:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,115,0.3772455089820359,1.0,0.0,1.0,1.377245508982036,31.5,0,0.0,32.0,0.6227544910179641,1.377245508982036,0.0,0.0,0.0,1.377245508982036,1.0,1.1.53.168:16766-1.2.136.195:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.165.91:7529-1.2.24.158:3306,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.38.163:40612-1.2.45.226:3306,0,
1.0,32,32,0.5294117647058824,1.0,0.0,436,0.0,1.0,1.0,52,0.7868852459016393,1.0,0.0,1.0,1.7868852459016393,192.0,1,0.0,32.0,1.7868852459016393,0.21311475409836064,0.0,0.0,0.0,0.21311475409836064,0.9411764705882353,1.1.106.90:29364-1.2.110.2:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.103.209:57343-1.2.219.36:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.163.133:9132-1.2.170.208:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.28.131:10421-1.2.151.231:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,115,0.3772455089820359,1.0,0.0,1.0,1.377245508982036,31.5,0,0.0,32.0,0.6227544910179641,1.377245508982036,0.0,0.0,0.0,1.377245508982036,1.0,1.1.203.120:46904-1.2.178.83:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,89,0.2624113475177305,1.0,0.0,1.0,1.2624113475177305,18.5,0,0.0,32.0,0.7375886524822695,1.2624113475177305,0.0,0.0,0.0,1.2624113475177305,1.0,1.1.223.172:30649-1.2.198.247:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,57,0.045871559633027525,1.0,0.0,1.0,1.0458715596330275,2.5,0,0.0,32.0,0.9541284403669725,1.0458715596330275,0.0,0.0,0.0,1.0458715596330275,1.0,1.1.52.106:37100-1.2.56.44:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.99.31:28449-1.2.106.81:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.183.115:50077-1.2.190.174:3306,0,
1.0,32,32,0.5454545454545454,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9090909090909091,1.1.63.241:63478-1.2.243.59:3306,0,
1.0,32,32,0.5454545454545454,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9090909090909091,1.1.67.173:19484-1.2.243.101:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,57,0.045871559633027525,1.0,0.0,1.0,1.0458715596330275,2.5,0,0.0,32.0,0.9541284403669725,1.0458715596330275,0.0,0.0,0.0,1.0458715596330275,1.0,1.1.120.206:47354-1.2.0.59:3306,0,
1.0,32,32,0.5333333333333333,1.0,0.0,63,0.0,1.0,1.0,52,0.09565217391304348,1.0,0.0,1.0,1.0956521739130434,5.5,1,0.0,32.0,1.0956521739130434,0.9043478260869565,0.0,0.0,0.0,0.9043478260869565,0.9333333333333333,1.1.7.162:4987-1.2.14.192:3306,0,
1.0,32,32,0.5384615384615384,1.0,0.0,148,0.0,1.0,1.0,52,0.48,1.0,0.0,1.0,1.48,48.0,1,0.0,32.0,1.48,0.52,0.0,0.0,0.0,0.52,0.9230769230769231,1.1.59.39:64361-1.2.66.144:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.194.235:53017-1.2.202.64:3306,0,
1.0,32,32,0.6666666666666666,2.0,0.0,52,0.0,1.0,2.0,52,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1.207.246:46124-1.2.3.100:3306,0,
1.0,32,32,0.5294117647058824,1.0,0.0,436,0.0,1.0,1.0,52,0.7868852459016393,1.0,0.0,1.0,1.7868852459016393,192.0,1,0.0,32.0,1.7868852459016393,0.21311475409836064,0.0,0.0,0.0,0.21311475409836064,0.9411764705882353,1.1.254.66:60059-1.2.229.217:3306,0,
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,66,0.11864406779661017,1.0,0.0,1.0,1.11864406779661,7.0,0,0.0,32.0,0.8813559322033898,1.11864406779661,0.0,0.0,0.0,1.11864406779661,1.0,1.1.69.84:20983-1.2.249.37:3306,0,
