max_TCP_windows_size_value_forward_traffic_ratio,max_ttl_backward_traffic_enc,min_ttl_forward_traffic,total_TCP_windows_size_value_forward_traffic_ratio,IPratio_ratio,std_forward_packet_length_ratio,min_backward_packet_length,std_forward_packet_length_enc,mean_ttl_backward_traffic_ratio,IPratio_enc,min_forward_packet_length,std_length_of_IP_packet_ratio,min_ttl_backward_traffic_ratio,max_Interval_of_arrival_time_of_backward_traffic_ratio,meidan_length_of_IP_packet_ratio,max_length_of_IP_packet_ratio,std_length_of_IP_packet_enc,max_Change_values_of_TCP_windows_length_per_session,flow_duration_of_backward_traffic_ratio,median_ttl_backward_traffic,mean_backward_packet_length_ratio,median_forward_packet_length_ratio,std_TCP_windows_size_value_backward_traffic_ratio,std_Length_of_TCP_packet_header,max_Interval_of_arrival_time_of_backward_traffic_enc,mean_forward_packet_length_ratio,median_TCP_windows_size_value_backward_traffic_ratio,unique_link_mark,source,label
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.234.216:55395-1.2.235.94:443,Skype,0
1.0,32,32,0.5,1.0,0.0,452,0.0,1.0,1.0,52,0.7936507936507936,1.0,0.0,1.0,1.7936507936507937,200.0,0,0.0,32.0,1.7936507936507937,0.20634920634920634,0.0,0.0,0.0,0.20634920634920634,1.0,1.1.75.84:60415-1.2.83.71:443,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.9636366137850036,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9432892345208613,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.0001060000213328749,0.8431511710432932,1.0,1.1.26.224:44536-1.2.176.0:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,1.0,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9732142889624812,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00018099998123943806,0.8431511710432932,1.0,1.1.32.104:9638-1.2.148.201:3724,WorldOfWarcraft,0
0.8181818181818182,32,32,0.45,1.0,0.0,52,0.0,1.0,1.0,118,0.38823529411764707,1.0,0.0,1.0,1.388235294117647,33.0,1,0.0,32.0,0.611764705882353,1.388235294117647,0.0,0.0,0.0,1.388235294117647,1.1,1.1.112.74:53386-1.2.119.203:443,BitTorrent,0
0.9047619047619048,32,32,0.475,1.0,0.0,52,0.0,1.0,1.0,675,0.8569463548830811,1.0,0.0,1.0,1.8569463548830811,311.5,1,0.0,32.0,0.14305364511691884,1.8569463548830811,0.0,0.0,0.0,1.8569463548830811,1.05,1.1.202.9:33605-1.2.126.117:443,Gmail,0
1.0,32,32,0.5,1.0,0.0,976,0.0,1.0,1.0,52,0.8988326848249028,1.0,0.0,1.0,1.8988326848249026,462.0,0,0.0,32.0,1.8988326848249026,0.10116731517509728,0.0,0.0,0.0,0.10116731517509728,1.0,1.1.182.66:46437-1.2.3.80:443,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,0.7157894414361975,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9719169715698578,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00013599998783320189,0.8594087959625091,1.0,1.1.139.250:63800-1.2.244.111:3724,WorldOfWarcraft,0
1.0,32,32,0.3469387755102041,0.5,0.0,52,0.0,1.0,0.5,52,0.0,1.0,1.0,1.0,1.0,0.0,2,1.0,32.0,1.0,1.0,0.0,0.0,3.9000005926936865e-05,1.0,1.0,1.1.42.238:14222-1.2.50.175:443,Gmail,0
0.9545454545454546,32,32,0.4883720930232558,1.0,0.0,52,0.0,1.0,1.0,1438,0.9302013422818792,1.0,0.0,1.0,1.9302013422818791,693.0,1,0.0,32.0,0.0697986577181208,1.9302013422818791,0.0,0.0,0.0,1.9302013422818791,1.0232558139534884,1.1.69.90:19079-1.2.241.196:443,Gmail,0
0.8484848484848485,32,32,0.45901639344262296,1.0,0.0,1400,0.0,1.0,1.0,52,0.928374655647383,1.0,0.0,1.0,1.9283746556473829,674.0,1,0.0,32.0,1.9283746556473829,0.07162534435261708,0.0,0.0,0.0,0.07162534435261708,1.0819672131147542,1.1.126.224:3680-1.2.189.162:443,BitTorrent,0
1.0,32,32,0.5,1.0,0.0,976,0.0,1.0,1.0,52,0.8988326848249028,1.0,0.0,1.0,1.8988326848249026,462.0,0,0.0,32.0,1.8988326848249026,0.10116731517509728,0.0,0.0,0.0,0.10116731517509728,1.0,1.1.229.203:22249-1.2.230.39:443,Gmail,0
1.0,32,32,0.5,1.0,0.0,1077,0.0,1.0,1.0,52,0.9078830823737821,1.0,0.0,1.0,1.907883082373782,512.5,0,0.0,32.0,1.907883082373782,0.09211691762621789,0.0,0.0,0.0,0.09211691762621789,1.0,1.1.248.226:58792-1.2.224.237:443,Gmail,0
0.8387096774193549,32,32,0.45614035087719296,1.0,0.0,52,0.0,1.0,1.0,117,0.38461538461538464,1.0,0.0,1.0,1.3846153846153846,32.5,1,0.0,32.0,0.6153846153846154,1.3846153846153846,0.0,0.0,0.0,1.3846153846153846,1.087719298245614,1.1.173.31:9572-1.2.32.185:443,BitTorrent,0
1.0,32,32,0.5,1.0,0.0,976,0.0,1.0,1.0,52,0.8988326848249028,1.0,0.0,1.0,1.8988326848249026,462.0,0,0.0,32.0,1.8988326848249026,0.10116731517509728,0.0,0.0,0.0,0.10116731517509728,1.0,1.1.90.196:62444-1.2.91.32:443,Gmail,0
1.0,32,32,0.3333333333333333,0.5,0.0,52,0.0,1.0,0.5,52,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,32.0,1.0,1.0,0.0,0.0,0.0002859999949578196,1.0,1.0,1.1.236.194:62414-1.2.237.200:443,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9638752174961712,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00011399999493733048,0.8594087959625091,1.0,1.1.94.28:25508-1.2.94.141:3724,WorldOfWarcraft,0
0.8,32,32,0.5714285714285714,1.5,1.1785081657497662,52,577.9442495220067,1.0,1.5,52,1.6390483376734208,1.0,1.0,0.18716577540106952,4.278074866310161,490.4032626318875,1,0.9264068740471961,32.0,0.1804812834224599,1.0,1.25,1.9595917942265426,0.00021399999968707561,1.5463458110516934,1.125,1.1.29.162:15601-1.2.56.50:80,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8509318106305986,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9470752130913078,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.0001370000245515257,0.8431511710432932,1.0,1.1.215.84:26779-1.2.99.202:3724,WorldOfWarcraft,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.172.137:9304-1.2.27.185:443,Skype,0
1.0,32,32,0.5,1.0,0.0,654,0.0,1.0,1.0,52,0.8526912181303116,1.0,0.0,1.0,1.8526912181303117,301.0,0,0.0,32.0,1.8526912181303117,0.14730878186968838,0.0,0.0,0.0,0.14730878186968838,1.0,1.1.155.53:13397-1.2.155.154:443,Skype,0
1.0,32,32,0.375,0.5,0.0,149,0.0,1.0,0.5,52,1.1656402969561348,1.0,1.0,0.26278659611992944,2.6455026455026456,660.9180483741284,1,0.018518129269574357,32.0,1.4541446208112874,0.348993288590604,0.0,0.0,9.999785106629133e-07,0.09171075837742504,1.0,1.1.59.168:24266-1.2.90.14:80,Gmail,0
0.8666666666666667,32,32,0.4642857142857143,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.0714285714285714,1.1.33.150:11750-1.2.41.45:443,BitTorrent,0
0.8181818181818182,32,32,0.45,1.0,0.0,52,0.0,1.0,1.0,118,0.38823529411764707,1.0,0.0,1.0,1.388235294117647,33.0,1,0.0,32.0,0.611764705882353,1.388235294117647,0.0,0.0,0.0,1.388235294117647,1.1,1.1.153.142:34234-1.2.53.0:443,BitTorrent,0
0.8055555555555556,32,32,0.4461538461538462,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.1076923076923078,1.1.50.55:37704-1.2.142.141:443,BitTorrent,0
0.8484848484848485,32,32,0.45901639344262296,1.0,0.0,1400,0.0,1.0,1.0,52,0.928374655647383,1.0,0.0,1.0,1.9283746556473829,674.0,1,0.0,32.0,1.9283746556473829,0.07162534435261708,0.0,0.0,0.0,0.07162534435261708,1.0819672131147542,1.1.252.37:59497-1.2.251.159:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.884615401836586,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9695999555200349,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00011500000255182385,0.8431511710432932,1.0,1.1.129.31:15248-1.2.129.226:3724,WorldOfWarcraft,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.242.232:19452-1.2.71.62:443,Skype,0
0.8235294117647058,32,32,0.45161290322580644,1.0,0.0,52,0.0,1.0,1.0,1457,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,0.06891981444665342,1.9310801855533466,0.0,0.0,0.0,1.9310801855533466,1.096774193548387,1.1.99.143:56423-1.2.107.172:443,BitTorrent,0
0.8709677419354839,32,32,0.46551724137931033,1.0,0.0,465,0.0,1.0,1.0,52,0.7988394584139265,1.0,0.0,1.0,1.7988394584139265,206.5,1,0.0,32.0,1.7988394584139265,0.2011605415860735,0.0,0.0,0.0,0.2011605415860735,1.0689655172413792,1.1.47.58:34689-1.2.54.196:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.5395041228779109,52,25.34551364104494,1.0,1.0,52,0.6096805957637698,1.0,1.0,0.6748377793799567,2.8550829127613553,46.97927701801937,3,0.9449541280904226,32.0,1.1405912040374908,1.0,0.9128709291752767,1.2570787221094177,0.00018099998123943806,0.8594087959625091,1.0,1.1.64.97:17793-1.2.64.198:3724,WorldOfWarcraft,0
1.0,32,32,0.4146341463414634,0.6666666666666666,0.0,52,0.0,1.0,0.6666666666666666,52,1.6472184531886025,1.0,0.9318181116643288,0.17639077340569878,4.2944369063772045,485.6,4,1.0,32.0,1.549072817729534,1.0,0.0,0.0,0.0001230000052601099,0.17639077340569878,1.0,1.1.166.88:42806-1.2.22.121:443,Gmail,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.101.56:27213-1.2.209.141:443,Skype,0
1.0,32,32,0.375,0.5,0.0,149,0.0,1.0,0.5,52,1.1656402969561348,1.0,1.0,0.26278659611992944,2.6455026455026456,660.9180483741284,1,0.01111103386020428,32.0,1.4541446208112874,0.348993288590604,0.0,0.0,1.9999861251562834e-06,0.09171075837742504,1.0,1.1.61.82:61770-1.2.88.143:80,Gmail,0
0.8484848484848485,32,32,0.45901639344262296,1.0,0.0,1400,0.0,1.0,1.0,52,0.928374655647383,1.0,0.0,1.0,1.9283746556473829,674.0,1,0.0,32.0,1.9283746556473829,0.07162534435261708,0.0,0.0,0.0,0.07162534435261708,1.0819672131147542,1.1.133.40:16612-1.2.136.41:443,BitTorrent,0
0.8108108108108109,32,32,0.44776119402985076,1.0,0.0,1457,0.0,1.0,1.0,52,0.9310801855533466,1.0,0.0,1.0,1.9310801855533466,702.5,1,0.0,32.0,1.9310801855533466,0.06891981444665342,0.0,0.0,0.0,0.06891981444665342,1.1044776119402986,1.1.206.64:47751-1.2.181.207:443,BitTorrent,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8260871124023651,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9743202661971717,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00011400002404116094,0.8431511710432932,1.0,1.1.130.26:34680-1.2.54.113:3724,WorldOfWarcraft,0
0.8181818181818182,32,32,0.45,1.0,0.0,52,0.0,1.0,1.0,118,0.38823529411764707,1.0,0.0,1.0,1.388235294117647,33.0,1,0.0,32.0,0.611764705882353,1.388235294117647,0.0,0.0,0.0,1.388235294117647,1.1,1.1.22.54:44745-1.2.170.11:443,BitTorrent,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.164.202:43496-1.2.17.49:443,Skype,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8404254051044092,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9739243715517225,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00015799998072907329,0.8431511710432932,1.0,1.1.99.59:27078-1.2.215.220:3724,WorldOfWarcraft,0
1.0,32,32,0.5,1.0,0.0,52,0.0,1.0,1.0,1421,0.9293957909029192,1.0,0.0,1.0,1.9293957909029191,684.5,0,0.0,32.0,0.07060420909708079,1.9293957909029191,0.0,0.0,0.0,1.9293957909029191,1.0,1.1.70.209:20482-1.2.255.67:443,Gmail,0
0.8387096774193549,32,32,0.45614035087719296,1.0,0.0,52,0.0,1.0,1.0,117,0.38461538461538464,1.0,0.0,1.0,1.3846153846153846,32.5,1,0.0,32.0,0.6153846153846154,1.3846153846153846,0.0,0.0,0.0,1.3846153846153846,1.087719298245614,1.1.172.102:39185-1.2.32.83:443,BitTorrent,0
0.9545454545454546,32,32,0.4883720930232558,1.0,0.0,52,0.0,1.0,1.0,1438,0.9302013422818792,1.0,0.0,1.0,1.9302013422818791,693.0,1,0.0,32.0,0.0697986577181208,1.9302013422818791,0.0,0.0,0.0,1.9302013422818791,1.0232558139534884,1.1.109.65:56920-1.2.109.157:443,Gmail,0
1.0,32,32,0.375,0.5,0.0,149,0.0,1.0,0.5,52,1.1656402969561348,1.0,1.0,0.26278659611992944,2.6455026455026456,660.9180483741284,1,0.014925483351526844,32.0,1.4541446208112874,0.348993288590604,0.0,0.0,1.00000761449337e-06,0.09171075837742504,1.0,1.1.158.32:63320-1.2.242.156:80,Gmail,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.13.243:48895-1.2.186.72:443,Skype,0
1.0,32,32,0.5151515151515151,1.0,0.0,1266,0.0,1.0,1.0,52,0.921092564491654,1.0,0.0,1.0,1.921092564491654,607.0,1,0.0,32.0,1.921092564491654,0.07890743550834597,0.0,0.0,0.0,0.07890743550834597,0.9696969696969697,1.1.243.26:64542-1.2.255.93:443,Gmail,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8451614126737617,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9845938423875935,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00013100000796839595,0.8431511710432932,1.0,1.1.125.111:33786-1.2.202.72:3724,WorldOfWarcraft,0
1.0,32,32,0.5,1.0,0.0,686,0.0,1.0,1.0,52,0.8590785907859079,1.0,0.0,1.0,1.8590785907859078,317.0,0,0.0,32.0,1.8590785907859078,0.14092140921409213,0.0,0.0,0.0,0.14092140921409213,1.0,1.1.78.130:21423-1.2.250.228:443,Skype,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.825641041714147,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9630512817132895,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.0001610000035725534,0.8431511710432932,1.0,1.1.124.29:52557-1.2.200.148:3724,WorldOfWarcraft,0
1.0,32,32,0.47058823529411764,1.0,0.49068347458648126,52,25.090945688745084,1.0,1.0,52,0.6532465284968274,1.0,0.8343558063127462,0.6643009226401704,3.1171043293115686,51.13468659177943,3,0.9819944435869609,32.0,1.156848828956707,1.0,0.9128709291752767,1.2570787221094177,0.00013599998783320189,0.8431511710432932,1.0,1.1.200.236:52916-1.2.125.152:3724,WorldOfWarcraft,0
0.8,32,32,0.4444444444444444,1.0,0.0,52,0.0,1.0,1.0,145,0.4720812182741117,1.0,0.0,1.0,1.4720812182741116,46.5,1,0.0,32.0,0.5279187817258884,1.4720812182741116,0.0,0.0,0.0,1.4720812182741116,1.1111111111111112,1.1.134.32:37511-1.2.57.198:443,BitTorrent,0
